Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2009,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,4.5,.053,-2.0,0.0
2009,16,CHI,James Johnson,Wake Forest,12,678,13950,5353,2427,1437,.474,.305,.690,20.6,7.9,3.6,2.1,25.6,.088,0.7,9.5
2009,17,PHI,Jrue Holiday,UCLA,12,765,25375,12214,3028,4860,.456,.357,.777,33.2,16.0,4.0,6.4,48.6,.092,1.3,21.3
2009,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,.460,.359,.770,29.2,12.7,2.7,6.0,42.1,.126,1.4,13.6
2009,19,ATL,Jeff Teague,Wake Forest,12,820,22075,10011,1982,4571,.444,.358,.845,26.9,12.2,2.4,5.6,52.2,.113,0.6,14.2
2009,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,.392,.350,.721,14.6,4.3,1.3,2.8,3.3,.041,-2.9,-0.8
2009,21,NOH,Darren Collison,UCLA,10,708,20796,8857,1885,3543,.471,.394,.853,29.4,12.5,2.7,5.0,49.9,.115,0.6,13.5
2009,22,POR,Victor Claver,,3,80,1072,258,178,56,.398,.293,.585,13.4,3.2,2.2,0.7,0.2,.011,-3.6,-0.4
2009,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,.454,.368,.678,20.3,7.9,4.0,1.1,19.6,.078,-0.8,3.5
2009,24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,0.6,.008,-4.0,-1.8
2009,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,4.8,.079,-0.1,1.4
2009,26,CHI,Taj Gibson,USC,12,837,20888,7816,5212,840,.517,.218,.709,25.0,9.3,6.2,1.0,55.5,.127,-0.7,7.0
2009,27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,.430,.358,.741,23.7,8.9,4.2,1.3,29.5,.104,0.0,6.7
2009,28,MIN,Wayne Ellington,UNC,12,725,15240,5882,1563,818,.410,.382,.843,21.0,8.1,2.2,1.1,20.1,.063,-1.5,2.0
2009,29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,.404,.354,.824,19.1,7.6,2.2,2.3,12.1,.077,-0.8,2.2
2009,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,.411,.277,.611,20.6,6.3,2.7,0.8,-0.4,-.020,-4.2,-0.6
2009,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,.553,.400,.776,9.8,2.9,2.7,0.4,6.3,.131,-2.3,-0.2
2009,32,WAS,Jermaine Taylor,Central Florida,2,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014,-3.7,-0.3
2009,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,.469,.345,.649,20.8,5.8,3.7,0.7,24.9,.080,-1.7,1.1
2009,34,DEN,Sergio Llull,,,,,,,,,,,,,,,,,,
2009,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-.008,-5.8,-0.8
2009,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063,-2.1,-0.1
2009,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,.524,.000,.608,16.6,6.8,5.1,0.8,19.0,.129,-1.2,1.4
2009,38,POR,Jon Brockman,Washington,3,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113,-3.9,-0.8
2009,39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,.457,.363,.770,17.8,6.2,4.0,0.8,25.8,.109,-1.0,2.9
2009,40,CHA,Derrick Brown,Xavier,3,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085,-1.3,0.4
2009,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,.420,.373,.879,22.5,9.3,2.1,1.1,24.3,.096,-0.6,4.2
2009,42,LAL,Patrick Beverley,Arkansas,9,462,12829,4092,1995,1560,.415,.383,.764,27.8,8.9,4.3,3.4,30.4,.114,0.9,9.5
2009,43,MIA,Marcus Thornton,LSU,8,483,11299,5750,1348,677,.425,.358,.830,23.4,11.9,2.8,1.4,20.0,.085,0.2,6.2
2009,44,DET,Chase Budinger,Arizona,7,407,7998,3198,1240,473,.430,.352,.797,19.7,7.9,3.0,1.2,13.9,.083,-0.5,2.9
2009,45,MIN,Nick Calathes,Florida,2,129,2011,590,243,353,.441,.288,.581,15.6,4.6,1.9,2.7,2.6,.063,-0.5,0.8
2009,46,CLE,Danny Green,UNC,12,751,19233,6724,2630,1197,.423,.401,.805,25.6,9.0,3.5,1.6,47.0,.117,2.0,19.5
2009,47,MIN,Henk Norel,,,,,,,,,,,,,,,,,,
2009,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-.039,-8.1,-0.1
2009,49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,,,,
2009,50,UTA,Goran Suton,Michigan State,,,,,,,,,,,,,,,,,
2009,51,SAS,Jack McClinton,Miami (FL),,,,,,,,,,,,,,,,,
2009,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,.380,.316,.742,15.1,5.8,1.4,2.2,4.7,.058,-1.3,0.7
2009,53,SAS,Nando De Colo,,2,119,1414,453,211,203,.429,.363,.835,11.9,3.8,1.8,1.7,2.4,.081,-0.7,0.5
2009,54,CHA,Robert Vaden,UAB,,,,,,,,,,,,,,,,,
2009,55,POR,Patty Mills,Saint Mary's,12,732,14523,6541,1226,1698,.429,.388,.856,19.8,8.9,1.7,2.3,32.6,.108,0.4,8.7
2009,56,DAL,Ahmad Nivins,Saint Joseph's,,,,,,,,,,,,,,,,,
2009,57,PHO,Emir Preldžić,,,,,,,,,,,,,,,,,,
2009,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,.375,.277,.806,10.4,4.7,1.4,1.2,0.2,.016,-2.1,0.0
2009,59,LAL,Chinemelu Elonu,Texas A&M,,,,,,,,,,,,,,,,,
2009,60,MIA,Robert Dozier,Memphis,,,,,,,,,,,,,,,,,
2010,1,WAS,John Wall,Kentucky,10,613,21833,11702,2612,5557,.431,.323,.779,35.6,19.1,4.3,9.1,44.3,.097,2.4,24.1
2010,2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,.434,.294,.782,26.9,9.7,4.6,3.5,20.2,.051,-1.9,0.5
2010,3,NJN,Derrick Favors,Georgia Tech,11,744,18448,8115,5389,824,.534,.205,.663,24.8,10.9,7.2,1.1,58.3,.152,0.9,13.7
2010,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,.404,.337,.741,22.1,7.0,3.2,1.1,10.7,.038,-1.6,1.2
2010,5,SAC,DeMarcus Cousins,Kentucky,10,600,18715,12329,6372,1904,.459,.333,.736,31.2,20.5,10.6,3.2,45.0,.115,2.6,21.5
2010,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,.453,.000,.718,14.8,3.5,2.9,0.7,10.4,.088,-1.4,0.8
2010,7,DET,Greg Monroe,Georgetown,9,632,17475,8326,5229,1354,.514,.059,.704,27.7,13.2,8.3,2.1,49.7,.136,1.4,15.2
2010,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,.420,.332,.746,24.9,7.5,6.0,1.2,27.6,.075,-0.6,6.4
2010,9,UTA,Gordon Hayward,Butler,11,685,21268,10676,3078,2399,.453,.370,.825,31.0,15.6,4.5,3.5,57.3,.129,2.1,22.2
2010,10,IND,Paul George,Fresno State,11,701,23489,14175,4484,2442,.436,.384,.848,33.5,20.2,6.4,3.5,75.1,.153,4.1,36.1
2010,11,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,.527,,.738,10.0,3.1,3.3,0.5,9.6,.135,0.1,1.8
2010,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,0.8,.013,-4.4,-1.7
2010,13,TOR,Ed Davis,UNC,11,690,13549,4263,4550,532,.566,.000,.585,19.6,6.2,6.6,0.8,42.8,.151,-0.2,6.1
2010,14,HOU,Patrick Patterson,Kentucky,11,717,14851,4759,2792,729,.447,.369,.755,20.7,6.6,3.9,1.0,31.6,.102,0.0,7.4
2010,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,.480,.000,.553,19.5,6.4,5.7,0.7,10.3,.107,-1.1,1.1
2010,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,.408,.402,.747,14.0,4.8,2.2,0.6,7.2,.065,-2.1,-0.1
2010,17,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,.489,.000,.715,15.2,5.9,3.5,0.6,5.9,.044,-4.3,-3.6
2010,18,OKC,Eric Bledsoe,Kentucky,11,695,19460,9708,2729,3286,.454,.338,.788,28.0,14.0,3.9,4.7,44.4,.110,1.7,18.2
2010,19,BOS,Avery Bradley,Texas,11,597,16720,6883,1724,1055,.435,.363,.780,28.0,11.5,2.9,1.8,16.1,.046,-2.3,-1.2
2010,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,.411,.321,.755,17.5,5.8,2.3,1.2,3.3,.037,-2.7,-0.8
2010,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,.265,.214,.500,7.1,1.8,1.1,0.5,-0.2,-.089,-9.9,-0.2
2010,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,.421,.310,.669,13.5,4.9,1.5,0.9,0.7,.024,-4.9,-1.1
2010,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,.515,.305,.636,20.4,6.9,5.5,1.1,26.2,.116,-0.5,4.2
2010,24,ATL,Damion James,Texas,4,39,623,150,131,26,.415,.000,.667,16.0,3.8,3.4,0.7,0.0,-.001,-3.7,-0.3
2010,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,.366,.095,.729,9.3,3.1,1.4,1.8,0.3,.017,-2.4,-0.1
2010,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,.423,.356,.746,15.6,4.5,1.8,0.7,9.7,.084,-1.8,0.3
2010,27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,.411,.317,.826,24.4,12.2,2.5,3.1,6.3,.044,-1.3,1.3
2010,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,.418,.349,.817,23.7,9.0,2.5,4.8,12.6,.064,-1.2,1.9
