Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2019,43,MIN,Jaylen Nowell,Washington,2,53,865,418,102,78,.418,.303,.853,16.3,7.9,1.9,1.5,0.8,.044,-3.2,-0.3
2019,44,MIA,Bol Bol,Oregon,2,35,218,106,38,13,.507,.448,.708,6.2,3.0,1.1,0.4,0.2,.052,-1.9,0.0
2019,45,DET,Isaiah Roby,Nebraska,2,57,1280,489,315,101,.490,.326,.745,22.5,8.6,5.5,1.8,1.5,.057,-2.7,-0.2
2019,46,ORL,Talen Horton-Tucker,Iowa State,2,66,1254,559,165,161,.456,.263,.776,19.0,8.5,2.5,2.4,2.0,.075,-1.5,0.2
2019,47,SAC,Ignas Brazdeikis,Michigan,2,15,100,33,12,6,.324,.182,.818,6.7,2.2,0.8,0.4,-0.1,-.031,-8.0,-0.2
2019,48,LAC,Terance Mann,Florida State,2,103,1567,523,287,153,.484,.402,.782,15.2,5.1,2.8,1.5,3.9,.120,-0.8,0.4
2019,49,SAS,Quinndary Weatherspoon,Mississippi State,2,28,154,31,13,16,.333,.143,.800,5.5,1.1,0.5,0.6,-0.2,-.061,-7.6,-0.2
2019,50,IND,Jarrell Brantley,College of Charleston,2,33,213,76,43,22,.435,.351,.750,6.5,2.3,1.3,0.7,0.4,.090,-1.6,0.0
2019,51,BOS,Tremont Waters,LSU,2,32,278,99,24,61,.337,.261,.955,8.7,3.1,0.8,1.9,0.0,.004,-3.1,-0.1
2019,52,CHO,Jalen McDaniels,San Diego State,2,55,956,348,185,52,.470,.353,.738,17.4,6.3,3.4,0.9,1.2,.062,-3.6,-0.4
2019,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,.350,.200,.750,11.3,4.8,1.3,1.8,0.0,-.008,-9.0,-0.1
2019,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,.250,.333,.750,7.0,2.8,1.8,0.3,-0.1,-.130,-13.0,-0.1
2019,55,NYK,Kyle Guy,Virginia,2,28,186,78,26,22,.370,.256,.875,6.6,2.8,0.9,0.8,0.1,.019,-5.6,-0.2
2019,56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,
2019,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,.378,.286,,10.4,2.8,1.2,1.1,0.1,.014,-5.9,-0.2
2019,58,GSW,Miye Oni,Yale,2,57,542,128,91,25,.361,.344,.818,9.5,2.2,1.6,0.4,0.8,.072,-2.9,-0.1
2019,59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,.357,.500,.600,4.7,2.3,2.3,0.5,0.0,.043,-9.6,-0.1
2019,60,SAC,Vanja Marinković,,,,,,,,,,,,,,,,,,
2020,1,MIN,Anthony Edwards,Georgia,1,65,2060,1205,301,179,.403,.317,.774,31.7,18.5,4.6,2.8,-0.2,-.006,-3.4,-0.7
2020,2,GSW,James Wiseman,Memphis,1,39,836,448,226,26,.519,.316,.628,21.4,11.5,5.8,0.7,0.7,.040,-5.4,-0.7
2020,3,CHO,LaMelo Ball,,1,43,1232,677,253,264,.449,.368,.777,28.7,15.7,5.9,6.1,2.8,.109,2.4,1.4
2020,4,CHI,Patrick Williams,Florida State,1,64,1804,584,294,91,.475,.384,.734,28.2,9.1,4.6,1.4,1.9,.051,-3.0,-0.4
2020,5,CLE,Isaac Okoro,Auburn,1,59,1875,508,170,102,.421,.285,.730,31.8,8.6,2.9,1.7,0.8,.020,-5.1,-1.5
2020,6,ATL,Onyeka Okongwu,USC,1,44,509,174,128,11,.626,.000,.638,11.6,4.0,2.9,0.3,1.4,.130,-2.5,-0.1
2020,7,DET,Killian Hayes,,1,20,477,116,47,99,.338,.250,.818,23.9,5.8,2.4,5.0,-0.9,-.090,-7.3,-0.6
2020,8,NYK,Obi Toppin,Dayton,1,55,612,220,125,25,.481,.280,.731,11.1,4.0,2.3,0.5,1.2,.091,-2.2,0.0
2020,9,WAS,Deni Avdija,,1,54,1257,342,262,63,.417,.315,.644,23.3,6.3,4.9,1.2,1.2,.046,-3.9,-0.6
2020,10,PHO,Jalen Smith,Maryland,1,23,94,32,20,2,.424,.250,.333,4.1,1.4,0.9,0.1,0.0,-.014,-6.2,-0.1
2020,11,SAS,Devin Vassell,Florida State,1,54,877,274,144,46,.397,.377,.857,16.2,5.1,2.7,0.9,1.4,.078,-1.5,0.1
2020,12,SAC,Tyrese Haliburton,Iowa State,1,58,1746,753,173,309,.472,.409,.857,30.1,13.0,3.0,5.3,3.3,.090,1.1,1.4
2020,13,NOP,Kira Lewis Jr.,Alabama,1,47,766,288,55,108,.392,.343,.800,16.3,6.1,1.2,2.3,0.7,.044,-3.6,-0.3
2020,14,BOS,Aaron Nesmith,Vanderbilt,1,39,535,168,97,14,.438,.382,.700,13.7,4.3,2.5,0.4,0.7,.067,-3.2,-0.2
2020,15,ORL,Cole Anthony,UNC,1,40,1086,492,185,173,.397,.336,.817,27.2,12.3,4.6,4.3,0.3,.015,-2.8,-0.2
2020,16,POR,Isaiah Stewart,Washington,1,63,1312,480,418,53,.571,.366,.696,20.8,7.6,6.6,0.8,3.8,.138,-1.1,0.3
2020,17,MIN,Aleksej Pokusevski,,1,41,959,309,190,87,.325,.259,.794,23.4,7.5,4.6,2.1,-1.6,-.081,-5.7,-0.9
2020,18,DAL,Josh Green,Arizona,1,32,333,72,60,18,.429,.150,.600,10.4,2.3,1.9,0.6,0.1,.021,-4.4,-0.2
2020,19,BRK,Saddiq Bey,Villanova,1,63,1655,746,277,83,.408,.383,.858,26.3,11.8,4.4,1.3,3.1,.089,-0.4,0.7
2020,20,MIA,Precious Achiuwa,Memphis,1,57,686,277,197,27,.538,,.515,12.0,4.9,3.5,0.5,1.2,.085,-4.4,-0.4
2020,21,PHI,Tyrese Maxey,Kentucky,1,55,786,399,81,90,.456,.273,.860,14.3,7.3,1.5,1.6,1.2,.076,-3.1,-0.2
2020,22,DEN,Zeke Nnaji,Arizona,1,40,363,122,58,8,.474,.377,.800,9.1,3.1,1.5,0.2,0.7,.093,-2.9,-0.1
2020,23,NYK,Leandro Bolmaro,,,,,,,,,,,,,,,,,,
2020,24,MIL,R.J. Hampton,,1,45,712,260,136,57,.429,.290,.702,15.8,5.8,3.0,1.3,0.3,.018,-4.7,-0.5
2020,25,OKC,Immanuel Quickley,Kentucky,1,60,1170,698,131,126,.398,.394,.895,19.5,11.6,2.2,2.1,3.2,.133,1.0,0.9
2020,26,BOS,Payton Pritchard,Oregon,1,59,1142,455,138,107,.452,.417,.907,19.4,7.7,2.3,1.8,2.3,.099,-1.2,0.2
2020,27,UTA,Udoka Azubuike,Kansas,1,12,49,12,13,0,.571,,.667,4.1,1.0,1.1,0.0,0.1,.111,-4.3,0.0
2020,28,LAL,Jaden McDaniels,Washington,1,58,1387,392,218,64,.444,.369,.605,23.9,6.8,3.8,1.1,1.2,.043,-3.7,-0.6
2020,29,TOR,Malachi Flynn,San Diego State,1,40,719,253,88,109,.368,.314,.825,18.0,6.3,2.2,2.7,0.6,.037,-3.2,-0.2
2020,30,BOS,Desmond Bane,TCU,1,60,1330,553,189,99,.473,.448,.837,22.2,9.2,3.2,1.7,2.6,.094,-1.1,0.3
2020,31,DAL,Tyrell Terry,Stanford,1,11,56,11,6,6,.313,.000,.333,5.1,1.0,0.5,0.5,-0.1,-.049,-5.5,-0.1
2020,32,CHO,Vernon Carey Jr.,Duke,1,16,100,41,23,2,.516,.143,.889,6.3,2.6,1.4,0.1,0.1,.068,-5.9,-0.1
2020,33,MIN,Daniel Oturu,Minnesota,1,25,103,35,28,7,.536,.000,.625,4.1,1.4,1.1,0.3,0.2,.113,-4.4,-0.1
2020,34,PHI,Théo Maledon,,1,59,1626,593,197,207,.370,.345,.769,27.6,10.1,3.3,3.5,-0.5,-.015,-5.2,-1.3
2020,35,SAC,Xavier Tillman Sr.,Michigan State,1,53,985,352,230,69,.551,.333,.667,18.6,6.6,4.3,1.3,2.7,.134,-0.2,0.5
2020,36,PHI,Tyler Bey,Colorado,1,12,47,16,13,1,.353,.333,.600,3.9,1.3,1.1,0.1,0.0,.009,-7.9,-0.1
2020,37,WAS,Vit Krejci,,,,,,,,,,,,,,,,,,
2020,38,UTA,Saben Lee,Vanderbilt,1,41,630,212,81,142,.453,.400,.676,15.4,5.2,2.0,3.5,1.2,.091,-1.9,0.0
2020,39,NOP,Elijah Hughes,Syracuse,1,16,56,25,7,5,.296,.286,.750,3.5,1.6,0.4,0.3,-0.1,-.094,-7.3,-0.1
2020,40,MEM,Robert Woodard,Mississippi State,1,11,29,18,11,0,.500,.250,.375,2.6,1.6,1.0,0.0,0.0,.032,-3.2,0.0
2020,41,SAS,Tre Jones,Duke,1,31,179,59,15,22,.444,.667,1.000,5.8,1.9,0.5,0.7,0.0,.013,-5.6,-0.2
2020,42,NOP,Nick Richards,Kentucky,1,17,61,15,9,2,.500,.000,.636,3.6,0.9,0.5,0.1,0.0,.026,-8.5,-0.1
2020,43,SAC,Jahmi'us Ramsey,Texas Tech,1,7,26,14,5,3,.500,.286,,3.7,2.0,0.7,0.4,0.1,.106,1.6,0.0
2020,44,CHI,Marko Simonovic,,,,,,,,,,,,,,,,,,
2020,45,MIL,Jordan Nwora,Louisville,1,26,230,137,44,7,.440,.453,.810,8.8,5.3,1.7,0.3,0.3,.060,-2.0,0.0
2020,46,POR,CJ Elleby,Washington State,1,25,173,58,27,8,.368,.226,.692,6.9,2.3,1.1,0.3,0.1,.019,-5.8,-0.2
2020,47,BOS,Yam Madar,,,,,,,,,,,,,,,,,,
2020,48,GSW,Nico Mannion,Arizona,1,27,316,109,36,59,.347,.358,.800,11.7,4.0,1.3,2.2,0.2,.023,-4.0,-0.2
2020,49,PHI,Isaiah Joe,Arkansas,1,35,312,111,31,18,.330,.337,.722,8.9,3.2,0.9,0.5,0.3,.052,-4.5,-0.2
2020,50,ATL,Skylar Mays,LSU,1,30,235,103,31,23,.417,.324,.880,7.8,3.4,1.0,0.8,0.6,.117,0.5,0.1
2020,51,GSW,Justinian Jessup,Boise State,,,,,,,,,,,,,,,,,
2020,52,SAC,Kenyon Martin Jr.,,1,38,798,285,181,22,.512,.294,.735,21.0,7.5,4.8,0.6,1.7,.103,-2.1,0.0
2020,53,OKC,Cassius Winston,Michigan State,1,21,97,41,9,12,.424,.471,.833,4.6,2.0,0.4,0.6,0.1,.066,-2.9,0.0
2020,54,IND,Cassius Stanley,Duke,1,20,67,30,16,1,.333,.222,.857,3.4,1.5,0.8,0.1,0.0,-.024,-10.8,-0.1
2020,55,BRK,Jay Scrubb,John A. Logan College,,,,,,,,,,,,,,,,,
2020,56,CHO,Grant Riller,College of Charleston,1,5,21,14,0,3,.667,.500,,4.2,2.8,0.0,0.6,0.1,.201,7.0,0.0
2020,57,LAC,Reggie Perry,Mississippi State,1,23,203,78,69,14,.421,.190,.769,8.8,3.4,3.0,0.6,0.2,.052,-5.8,-0.2
2020,58,PHI,Paul Reed,DePaul,1,21,136,61,43,7,.536,.000,.250,6.5,2.9,2.0,0.3,0.3,.122,-1.7,0.0
2020,59,TOR,Jalen Harris,Nevada,1,7,32,9,5,4,.273,.600,,4.6,1.3,0.7,0.6,0.0,.014,-2.7,0.0
2020,60,NOP,Sam Merrill,Utah State University,1,27,199,84,27,20,.484,.488,1.000,7.4,3.1,1.0,0.7,0.5,.131,0.1,0.1
