player,college,Team,Year,Player_URL,HS
Mike Bibby,Arizona,ATL,2010,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Mike Bibby,Arizona,ATL,2010,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Mike Bibby,Arizona,ATL,2010,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Mike Bibby,Arizona,ATL,2010,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Mike Bibby,Arizona,ATL,2010,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Jason Collins,Stanford,ATL,2010,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2010,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2010,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2010,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2010,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jamal Crawford,Michigan,ATL,2010,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2010,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2010,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2010,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2010,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Maurice Evans,"Wichita State, Texas",ATL,2010,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Maurice Evans,"Wichita State, Texas",ATL,2010,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Maurice Evans,"Wichita State, Texas",ATL,2010,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Maurice Evans,"Wichita State, Texas",ATL,2010,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Maurice Evans,"Wichita State, Texas",ATL,2010,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Al Horford,Florida,ATL,2010,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2010,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2010,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2010,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2010,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Othello Hunter,Ohio State,ATL,2010,https://www.basketball-reference.com/players/h/hunteot01.html,"R.J. Reynolds in Winston-Salem, North Carolina|"
Othello Hunter,Ohio State,ATL,2010,https://www.basketball-reference.com/players/h/hunteot01.html,"R.J. Reynolds in Winston-Salem, North Carolina|"
Othello Hunter,Ohio State,ATL,2010,https://www.basketball-reference.com/players/h/hunteot01.html,"R.J. Reynolds in Winston-Salem, North Carolina|"
Joe Johnson,Arkansas,ATL,2010,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2010,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2010,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2010,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2010,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Randolph Morris,Kentucky,ATL,2010,https://www.basketball-reference.com/players/m/morrira01.html,"Landmark Christian School in Fairburn, Georgia|"
Randolph Morris,Kentucky,ATL,2010,https://www.basketball-reference.com/players/m/morrira01.html,"Landmark Christian School in Fairburn, Georgia|"
Randolph Morris,Kentucky,ATL,2010,https://www.basketball-reference.com/players/m/morrira01.html,"Landmark Christian School in Fairburn, Georgia|"
Randolph Morris,Kentucky,ATL,2010,https://www.basketball-reference.com/players/m/morrira01.html,"Landmark Christian School in Fairburn, Georgia|"
Randolph Morris,Kentucky,ATL,2010,https://www.basketball-reference.com/players/m/morrira01.html,"Landmark Christian School in Fairburn, Georgia|"
Zaza Pachulia,,ATL,2010,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2010,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2010,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2010,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2010,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Joe Smith,Maryland,ATL,2010,https://www.basketball-reference.com/players/s/smithjo02.html,"Maury in Norfolk, Virginia|"
Joe Smith,Maryland,ATL,2010,https://www.basketball-reference.com/players/s/smithjo02.html,"Maury in Norfolk, Virginia|"
Joe Smith,Maryland,ATL,2010,https://www.basketball-reference.com/players/s/smithjo02.html,"Maury in Norfolk, Virginia|"
Joe Smith,Maryland,ATL,2010,https://www.basketball-reference.com/players/s/smithjo02.html,"Maury in Norfolk, Virginia|"
Joe Smith,Maryland,ATL,2010,https://www.basketball-reference.com/players/s/smithjo02.html,"Maury in Norfolk, Virginia|"
Josh Smith,,ATL,2010,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2010,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2010,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2010,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2010,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Jeff Teague,Wake Forest,ATL,2010,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2010,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2010,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2010,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2010,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Mario West,Georgia Tech,ATL,2010,https://www.basketball-reference.com/players/w/westma02.html,"Douglas County in Douglasville, Georgia|"
Mario West,Georgia Tech,ATL,2010,https://www.basketball-reference.com/players/w/westma02.html,"Douglas County in Douglasville, Georgia|"
Mario West,Georgia Tech,ATL,2010,https://www.basketball-reference.com/players/w/westma02.html,"Douglas County in Douglasville, Georgia|"
Mario West,Georgia Tech,ATL,2010,https://www.basketball-reference.com/players/w/westma02.html,"Douglas County in Douglasville, Georgia|"
Mario West,Georgia Tech,ATL,2010,https://www.basketball-reference.com/players/w/westma02.html,"Douglas County in Douglasville, Georgia|"
Marvin Williams,UNC,ATL,2010,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2010,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2010,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2010,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2010,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Hilton Armstrong,UConn,ATL,2011,https://www.basketball-reference.com/players/a/armsthi01.html,"Peekskill in Peekskill, New York|"
Hilton Armstrong,UConn,ATL,2011,https://www.basketball-reference.com/players/a/armsthi01.html,"Peekskill in Peekskill, New York|"
Hilton Armstrong,UConn,ATL,2011,https://www.basketball-reference.com/players/a/armsthi01.html,"Peekskill in Peekskill, New York|"
Hilton Armstrong,UConn,ATL,2011,https://www.basketball-reference.com/players/a/armsthi01.html,"Peekskill in Peekskill, New York|"
Hilton Armstrong,UConn,ATL,2011,https://www.basketball-reference.com/players/a/armsthi01.html,"Peekskill in Peekskill, New York|"
Mike Bibby,Arizona,ATL,2011,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Mike Bibby,Arizona,ATL,2011,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Mike Bibby,Arizona,ATL,2011,https://www.basketball-reference.com/players/b/bibbymi01.html,"Shadow Mountain in Phoenix, Arizona|"
Jason Collins,Stanford,ATL,2011,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2011,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2011,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2011,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2011,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jamal Crawford,Michigan,ATL,2011,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2011,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2011,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2011,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jamal Crawford,Michigan,ATL,2011,https://www.basketball-reference.com/players/c/crawfja01.html,"Rainier Beach in Seattle, Washington|"
Jordan Crawford,"Indiana, Xavier",ATL,2011,https://www.basketball-reference.com/players/c/crawfjo02.html,"Communication & Media Arts in Chatham, Virginia|"
Jordan Crawford,"Indiana, Xavier",ATL,2011,https://www.basketball-reference.com/players/c/crawfjo02.html,"Communication & Media Arts in Chatham, Virginia|"
Jordan Crawford,"Indiana, Xavier",ATL,2011,https://www.basketball-reference.com/players/c/crawfjo02.html,"Communication & Media Arts in Chatham, Virginia|"
Maurice Evans,"Wichita State, Texas",ATL,2011,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Maurice Evans,"Wichita State, Texas",ATL,2011,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Maurice Evans,"Wichita State, Texas",ATL,2011,https://www.basketball-reference.com/players/e/evansma01.html,"Wichita Collegiate in Wichita, Kansas|"
Kirk Hinrich,Kansas,ATL,2011,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2011,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2011,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2011,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2011,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Al Horford,Florida,ATL,2011,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2011,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2011,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2011,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2011,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Joe Johnson,Arkansas,ATL,2011,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2011,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2011,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2011,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2011,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Zaza Pachulia,,ATL,2011,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2011,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2011,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2011,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2011,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Josh Powell,NC State,ATL,2011,https://www.basketball-reference.com/players/p/poweljo01.html,"Riverdale in Riverdale, Georgia|"
Josh Powell,NC State,ATL,2011,https://www.basketball-reference.com/players/p/poweljo01.html,"Riverdale in Riverdale, Georgia|"
Josh Powell,NC State,ATL,2011,https://www.basketball-reference.com/players/p/poweljo01.html,"Riverdale in Riverdale, Georgia|"
Josh Powell,NC State,ATL,2011,https://www.basketball-reference.com/players/p/poweljo01.html,"Riverdale in Riverdale, Georgia|"
Josh Powell,NC State,ATL,2011,https://www.basketball-reference.com/players/p/poweljo01.html,"Riverdale in Riverdale, Georgia|"
Josh Smith,,ATL,2011,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2011,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2011,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2011,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2011,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Pape Sy,,ATL,2011,https://www.basketball-reference.com/players/s/sypa01.html,NA||
Pape Sy,,ATL,2011,https://www.basketball-reference.com/players/s/sypa01.html,NA||
Pape Sy,,ATL,2011,https://www.basketball-reference.com/players/s/sypa01.html,NA||
Pape Sy,,ATL,2011,https://www.basketball-reference.com/players/s/sypa01.html,NA||
Pape Sy,,ATL,2011,https://www.basketball-reference.com/players/s/sypa01.html,NA||
Jeff Teague,Wake Forest,ATL,2011,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2011,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2011,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2011,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Jeff Teague,Wake Forest,ATL,2011,https://www.basketball-reference.com/players/t/teaguje01.html,"Pike in Indianapolis, Indiana|"
Etan Thomas,Syracuse,ATL,2011,https://www.basketball-reference.com/players/t/thomaet01.html,"Booker T. Washington in Tulsa, Oklahoma|"
Etan Thomas,Syracuse,ATL,2011,https://www.basketball-reference.com/players/t/thomaet01.html,"Booker T. Washington in Tulsa, Oklahoma|"
Etan Thomas,Syracuse,ATL,2011,https://www.basketball-reference.com/players/t/thomaet01.html,"Booker T. Washington in Tulsa, Oklahoma|"
Etan Thomas,Syracuse,ATL,2011,https://www.basketball-reference.com/players/t/thomaet01.html,"Booker T. Washington in Tulsa, Oklahoma|"
Etan Thomas,Syracuse,ATL,2011,https://www.basketball-reference.com/players/t/thomaet01.html,"Booker T. Washington in Tulsa, Oklahoma|"
Damien Wilkins,"NC State, Georgia",ATL,2011,https://www.basketball-reference.com/players/w/wilkida02.html,"Dr. Phillips in Orlando, Florida|"
Damien Wilkins,"NC State, Georgia",ATL,2011,https://www.basketball-reference.com/players/w/wilkida02.html,"Dr. Phillips in Orlando, Florida|"
Damien Wilkins,"NC State, Georgia",ATL,2011,https://www.basketball-reference.com/players/w/wilkida02.html,"Dr. Phillips in Orlando, Florida|"
Damien Wilkins,"NC State, Georgia",ATL,2011,https://www.basketball-reference.com/players/w/wilkida02.html,"Dr. Phillips in Orlando, Florida|"
Damien Wilkins,"NC State, Georgia",ATL,2011,https://www.basketball-reference.com/players/w/wilkida02.html,"Dr. Phillips in Orlando, Florida|"
Marvin Williams,UNC,ATL,2011,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2011,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2011,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2011,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Marvin Williams,UNC,ATL,2011,https://www.basketball-reference.com/players/w/willima02.html,"Bremerton in Bremerton, Washington|"
Jason Collins,Stanford,ATL,2012,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2012,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2012,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2012,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Jason Collins,Stanford,ATL,2012,https://www.basketball-reference.com/players/c/collija04.html,"Harvard-Westlake School in North Hollywood, California|"
Erick Dampier,Mississippi State,ATL,2012,https://www.basketball-reference.com/players/d/dampier01.html,"Lawrence County in Monticello, Mississippi|"
Erick Dampier,Mississippi State,ATL,2012,https://www.basketball-reference.com/players/d/dampier01.html,"Lawrence County in Monticello, Mississippi|"
Erick Dampier,Mississippi State,ATL,2012,https://www.basketball-reference.com/players/d/dampier01.html,"Lawrence County in Monticello, Mississippi|"
Erick Dampier,Mississippi State,ATL,2012,https://www.basketball-reference.com/players/d/dampier01.html,"Lawrence County in Monticello, Mississippi|"
Erick Dampier,Mississippi State,ATL,2012,https://www.basketball-reference.com/players/d/dampier01.html,"Lawrence County in Monticello, Mississippi|"
Willie Green,Detroit Mercy,ATL,2012,https://www.basketball-reference.com/players/g/greenwi01.html,"Cooley in Detroit, Michigan|"
Willie Green,Detroit Mercy,ATL,2012,https://www.basketball-reference.com/players/g/greenwi01.html,"Cooley in Detroit, Michigan|"
Willie Green,Detroit Mercy,ATL,2012,https://www.basketball-reference.com/players/g/greenwi01.html,"Cooley in Detroit, Michigan|"
Willie Green,Detroit Mercy,ATL,2012,https://www.basketball-reference.com/players/g/greenwi01.html,"Cooley in Detroit, Michigan|"
Willie Green,Detroit Mercy,ATL,2012,https://www.basketball-reference.com/players/g/greenwi01.html,"Cooley in Detroit, Michigan|"
Kirk Hinrich,Kansas,ATL,2012,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2012,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2012,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2012,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Kirk Hinrich,Kansas,ATL,2012,https://www.basketball-reference.com/players/h/hinriki01.html,"Sioux City West in Sioux City, Iowa|"
Al Horford,Florida,ATL,2012,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2012,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2012,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2012,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Al Horford,Florida,ATL,2012,https://www.basketball-reference.com/players/h/horfoal01.html,"Grand Ledge in Grand Ledge, Michigan|"
Ivan Johnson,"Oregon, Cal State San Bernardino",ATL,2012,https://www.basketball-reference.com/players/j/johnsiv01.html,"Fox Tech in San Antonio, Texas|"
Ivan Johnson,"Oregon, Cal State San Bernardino",ATL,2012,https://www.basketball-reference.com/players/j/johnsiv01.html,"Fox Tech in San Antonio, Texas|"
Ivan Johnson,"Oregon, Cal State San Bernardino",ATL,2012,https://www.basketball-reference.com/players/j/johnsiv01.html,"Fox Tech in San Antonio, Texas|"
Ivan Johnson,"Oregon, Cal State San Bernardino",ATL,2012,https://www.basketball-reference.com/players/j/johnsiv01.html,"Fox Tech in San Antonio, Texas|"
Ivan Johnson,"Oregon, Cal State San Bernardino",ATL,2012,https://www.basketball-reference.com/players/j/johnsiv01.html,"Fox Tech in San Antonio, Texas|"
Joe Johnson,Arkansas,ATL,2012,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2012,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2012,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2012,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Joe Johnson,Arkansas,ATL,2012,https://www.basketball-reference.com/players/j/johnsjo02.html,"Little Rock Central in Little Rock, Arkansas|"
Tracy McGrady,,ATL,2012,https://www.basketball-reference.com/players/m/mcgratr01.html,"Auburndale in Auburndale, Florida|Mount Zion Christian Academy in Durham, North Carolina|"
Tracy McGrady,,ATL,2012,https://www.basketball-reference.com/players/m/mcgratr01.html,"Auburndale in Auburndale, Florida|Mount Zion Christian Academy in Durham, North Carolina|"
Tracy McGrady,,ATL,2012,https://www.basketball-reference.com/players/m/mcgratr01.html,"Auburndale in Auburndale, Florida|Mount Zion Christian Academy in Durham, North Carolina|"
Tracy McGrady,,ATL,2012,https://www.basketball-reference.com/players/m/mcgratr01.html,"Auburndale in Auburndale, Florida|Mount Zion Christian Academy in Durham, North Carolina|"
Tracy McGrady,,ATL,2012,https://www.basketball-reference.com/players/m/mcgratr01.html,"Auburndale in Auburndale, Florida|Mount Zion Christian Academy in Durham, North Carolina|"
Zaza Pachulia,,ATL,2012,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2012,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Zaza Pachulia,,ATL,2012,https://www.basketball-reference.com/players/p/pachuza01.html,NA||
Jannero Pargo,Arkansas,ATL,2012,https://www.basketball-reference.com/players/p/pargoja01.html,"Robeson in Chicago, Illinois|"
Jannero Pargo,Arkansas,ATL,2012,https://www.basketball-reference.com/players/p/pargoja01.html,"Robeson in Chicago, Illinois|"
Jannero Pargo,Arkansas,ATL,2012,https://www.basketball-reference.com/players/p/pargoja01.html,"Robeson in Chicago, Illinois|"
Jannero Pargo,Arkansas,ATL,2012,https://www.basketball-reference.com/players/p/pargoja01.html,"Robeson in Chicago, Illinois|"
Jannero Pargo,Arkansas,ATL,2012,https://www.basketball-reference.com/players/p/pargoja01.html,"Robeson in Chicago, Illinois|"
Vladimir Radmanović,,ATL,2012,https://www.basketball-reference.com/players/r/radmavl01.html,NA||
Vladimir Radmanović,,ATL,2012,https://www.basketball-reference.com/players/r/radmavl01.html,NA||
Vladimir Radmanović,,ATL,2012,https://www.basketball-reference.com/players/r/radmavl01.html,NA||
Vladimir Radmanović,,ATL,2012,https://www.basketball-reference.com/players/r/radmavl01.html,NA||
Vladimir Radmanović,,ATL,2012,https://www.basketball-reference.com/players/r/radmavl01.html,NA||
Donald Sloan,Texas A&M,ATL,2012,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,ATL,2012,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Donald Sloan,Texas A&M,ATL,2012,https://www.basketball-reference.com/players/s/sloando01.html,"Seagoville in Dallas, Texas|"
Josh Smith,,ATL,2012,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2012,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2012,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2012,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Josh Smith,,ATL,2012,https://www.basketball-reference.com/players/s/smithjo03.html,"John McEachern in Powder Springs, Georgia|Oak Hill Academy in Mouth of Wilson, Virginia|"
Jerry Stackhouse,UNC,ATL,2012,https://www.basketball-reference.com/players/s/stackje01.html,"Kinston in Kinston, North Carolina|Oak Hill Academy in Mouth of Wilson, Virginia|"
