Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Player_URL,Img_URL,HS
2017,33,ORL,Wesley Iwundu,Kansas State,4,220,3707,961,536,207,.409,.289,.799,16.9,4.4,2.4,0.9,4.3,.055,-3.8,-1.7,https://www.basketball-reference.com/players/i/iwundwe01.html,https://www.basketball-reference.com/req/202103225/images/players/iwundwe01.jpg,"Spring Westfield in Houston, Texas|"
2017,34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,.396,.301,.755,15.7,6.7,2.0,2.6,1.2,.035,-2.7,-0.3,https://www.basketball-reference.com/players/m/masonfr01.html,https://www.basketball-reference.com/req/202103225/images/players/masonfr01.jpg,"Petersburg in Petersburg, Virginia|"
2017,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,.555,.200,.743,14.6,5.7,4.3,1.0,3.2,.125,-1.7,0.1,https://www.basketball-reference.com/players/r/rabbiv01.html,https://www.basketball-reference.com/req/202103225/images/players/rabbiv01.jpg,"Bishop O'Dowd in Oakland, California|"
2017,37,BOS,Semi Ojeleye,SMU,4,250,3654,866,529,116,.394,.352,.701,14.6,3.5,2.1,0.5,5.0,.065,-3.2,-1.1,https://www.basketball-reference.com/players/o/ojelese01.html,https://www.basketball-reference.com/req/202103225/images/players/ojelese01.jpg,"Ottawa in Ottawa, Kansas|"
2017,38,CHI,Jordan Bell,Oregon,4,159,1920,592,491,199,.554,.200,.638,12.1,3.7,3.1,1.3,4.9,.122,0.2,1.1,https://www.basketball-reference.com/players/b/belljo01.html,https://www.basketball-reference.com/req/202103225/images/players/belljo01.jpg,"Long Beach Poly in Long Beach, California|"
2017,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,.345,.263,.776,15.1,4.2,1.7,2.0,-0.4,-.022,-5.4,-0.7,https://www.basketball-reference.com/players/e/evansja01.html,https://www.basketball-reference.com/req/202103225/images/players/evansja01.jpg,"Justin F. Kimball in Dallas, Texas|"
2017,40,NOP,Dwayne Bacon,Florida State,4,202,3894,1462,516,219,.406,.320,.784,19.3,7.2,2.6,1.1,1.0,.012,-5.0,-2.9,https://www.basketball-reference.com/players/b/bacondw01.html,https://www.basketball-reference.com/req/202103225/images/players/bacondw01.jpg,"McKeel Academy in Lakeland, Florida|IMG Academy in Bradenton, Florida|Oak Hill Academy in Mouth of Wilson, Virginia|"
2017,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,.389,.350,.669,16.1,6.7,2.3,1.3,1.0,.030,-3.1,-0.5,https://www.basketball-reference.com/players/d/dorsety01.html,https://www.basketball-reference.com/req/202103225/images/players/dorsety01.jpg,"Maranatha in Los Angeles, California|"
2017,42,UTA,Thomas Bryant,Indiana,4,143,2986,1532,863,196,.600,.362,.748,20.9,10.7,6.0,1.4,10.5,.169,1.8,2.8,https://www.basketball-reference.com/players/b/bryanth01.html,https://www.basketball-reference.com/req/202103225/images/players/bryanth01.jpg,"Huntington Prep in Huntington, West Virginia|"
2017,44,NYK,Damyean Dotson,Oregon,4,207,4117,1547,524,307,.414,.344,.713,19.9,7.5,2.5,1.5,2.9,.034,-2.8,-0.9,https://www.basketball-reference.com/players/d/dotsoda01.html,https://www.basketball-reference.com/req/202103225/images/players/dotsoda01.jpg,"Jack Yates in Houston, Texas|"
2017,45,HOU,Dillon Brooks,Oregon,4,236,6658,3272,713,445,.419,.355,.792,28.2,13.9,3.0,1.9,3.5,.025,-4.2,-3.7,https://www.basketball-reference.com/players/b/brookdi01.html,https://www.basketball-reference.com/req/202103225/images/players/brookdi01.jpg,"Findlay Prep in Henderson, Nevada|"
2017,46,PHI,Sterling Brown,SMU,4,215,3806,1271,734,232,.426,.374,.781,17.7,5.9,3.4,1.1,5.8,.073,-2.0,0.0,https://www.basketball-reference.com/players/b/brownst02.html,https://www.basketball-reference.com/req/202103225/images/players/brownst02.jpg,"Proviso East in Maywood, Illinois|"
2017,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,.333,,.833,2.6,0.9,0.9,0.1,0.0,.057,-1.1,0.0,https://www.basketball-reference.com/players/a/anigbik01.html,https://www.basketball-reference.com/req/202103225/images/players/anigbik01.jpg,"Centennial in Corono, California|"
2017,48,MIL,Sindarius Thornwell,South Carolina,4,155,1613,379,195,96,.411,.341,.672,10.4,2.4,1.3,0.6,1.0,.030,-3.0,-0.4,https://www.basketball-reference.com/players/t/thornsi01.html,https://www.basketball-reference.com/req/202103225/images/players/thornsi01.jpg,"Lancaster in Lancaster, South Carolina|Oak Hill Academy in Mouth of Wilson, Virginia|"
2017,51,DEN,Monte Morris,Iowa State,4,202,4782,1974,428,700,.478,.392,.815,23.7,9.8,2.1,3.5,12.9,.129,0.3,2.8,https://www.basketball-reference.com/players/m/morrimo01.html,https://www.basketball-reference.com/req/202103225/images/players/morrimo01.jpg,"Flint Beecher in Beecher, Michigan|"
2017,52,NOP,Edmond Sumner,Xavier,4,107,1507,617,163,113,.477,.335,.728,14.1,5.8,1.5,1.1,2.1,.065,-3.0,-0.4,https://www.basketball-reference.com/players/s/sumneed01.html,https://www.basketball-reference.com/req/202103225/images/players/sumneed01.jpg,"Detroit Country Day in Birmingham, Michigan|"
2017,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,.435,.349,.757,13.6,5.5,1.5,2.3,1.0,.075,-1.0,0.2,https://www.basketball-reference.com/players/a/allenka01.html,https://www.basketball-reference.com/req/202103225/images/players/allenka01.jpg,"New Hanover in Wilmington, North Carolina|"
2017,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,.378,.310,.800,11.3,4.1,1.9,0.6,0.3,.055,-2.8,0.0,https://www.basketball-reference.com/players/p/peteral01.html,https://www.basketball-reference.com/req/202103225/images/players/peteral01.jpg,"Washington in Washington, Illinois|"
2017,55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,.313,.286,1.000,5.0,1.4,0.6,0.6,0.0,.017,-3.9,0.0,https://www.basketball-reference.com/players/w/willini01.html,https://www.basketball-reference.com/req/202103225/images/players/willini01.jpg,"Findlay College Prep in Henderson, Nevada|"
2017,56,BOS,Jabari Bird,California,1,13,115,39,19,8,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,.098,-3.1,0.0,https://www.basketball-reference.com/players/b/birdja01.html,https://www.basketball-reference.com/req/202103225/images/players/birdja01.jpg,"Salesian Prep in Richmond, California|"
2017,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,.030,-3.8,-0.2,https://www.basketball-reference.com/players/b/blossja01.html,https://www.basketball-reference.com/req/202103225/images/players/blossja01.jpg,"Chattahoochee in Johns Creek, Georgia|"
2018,1,PHO,Deandre Ayton,Arizona,3,176,5469,2832,1878,294,.587,.189,.756,31.1,16.1,10.7,1.7,17.3,.152,0.5,3.5,https://www.basketball-reference.com/players/a/aytonde01.html,https://www.basketball-reference.com/req/202103225/images/players/aytonde01.jpg,"Hillcrest Prep Academy in Phoenix, Arizona|"
2018,2,SAC,Marvin Bagley III,Duke,3,117,2992,1703,877,113,.499,.316,.662,25.6,14.6,7.5,1.0,5.2,.083,-2.2,-0.1,https://www.basketball-reference.com/players/b/baglema01.html,https://www.basketball-reference.com/req/202103225/images/players/baglema01.jpg,"Sierra Canyon in Chatsworth, California|"
2018,4,MEM,Jaren Jackson Jr.,Michigan State,3,123,3317,1908,576,149,.481,.375,.764,27.0,15.5,4.7,1.2,7.3,.105,0.1,1.7,https://www.basketball-reference.com/players/j/jacksja02.html,https://www.basketball-reference.com/req/202103225/images/players/jacksja02.jpg,"La Lumiere School in La Porte, Indiana|"
2018,5,DAL,Trae Young,Oklahoma,3,200,6632,4824,784,1773,.430,.346,.859,33.2,24.1,3.9,8.9,15.8,.114,2.1,6.8,https://www.basketball-reference.com/players/y/youngtr01.html,https://www.basketball-reference.com/req/202103225/images/players/youngtr01.jpg,"Norman North HS in Norman, Oklahoma|"
2018,6,ORL,Mo Bamba,Texas,3,152,2307,968,784,110,.476,.330,.645,15.2,6.4,5.2,0.7,6.0,.125,-0.1,1.1,https://www.basketball-reference.com/players/b/bambamo01.html,https://www.basketball-reference.com/req/202103225/images/players/bambamo01.jpg,"Westtown School in West Chester, Pennsylvania|"
2018,7,CHI,Wendell Carter Jr.,Duke,3,138,3662,1525,1122,228,.512,.250,.749,26.5,11.1,8.1,1.7,8.6,.113,-1.7,0.2,https://www.basketball-reference.com/players/c/cartewe01.html,https://www.basketball-reference.com/req/202103225/images/players/cartewe01.jpg,"Pace Academy in Atlanta, Georgia|"
2018,8,CLE,Collin Sexton,Alabama,3,202,6711,4061,614,665,.460,.385,.830,33.2,20.1,3.0,3.3,5.2,.037,-2.4,-0.8,https://www.basketball-reference.com/players/s/sextoco01.html,https://www.basketball-reference.com/req/202103225/images/players/sextoco01.jpg,"Pebblebrook HS in Mableton, Georgia|"
2018,9,NYK,Kevin Knox,Kentucky,3,182,3788,1545,580,162,.369,.345,.703,20.8,8.5,3.2,0.9,-0.6,-.007,-4.8,-2.6,https://www.basketball-reference.com/players/k/knoxke01.html,https://www.basketball-reference.com/req/202103225/images/players/knoxke01.jpg,"Tampa Catholic in Tampa, Florida|"
2018,10,PHI,Mikal Bridges,Villanova,3,222,6658,2254,845,445,.493,.373,.826,30.0,10.2,3.8,2.0,15.2,.109,0.7,4.4,https://www.basketball-reference.com/players/b/bridgmi01.html,https://www.basketball-reference.com/req/202103225/images/players/bridgmi01.jpg,"Great Valley in Malvern, Pennsylvania|"
2018,11,CHO,Shai Gilgeous-Alexander,Kentucky,3,187,5782,3050,810,709,.482,.373,.805,30.9,16.3,4.3,3.8,13.0,.108,1.3,4.8,https://www.basketball-reference.com/players/g/gilgesh01.html,https://www.basketball-reference.com/req/202103225/images/players/gilgesh01.jpg,"Hamilton Heights Christian HS in Chattanooga, Tennessee|"
2018,12,LAC,Miles Bridges,Michigan State,3,209,5549,2233,1073,352,.461,.355,.814,26.6,10.7,5.1,1.7,8.7,.075,-1.1,1.2,https://www.basketball-reference.com/players/b/bridgmi02.html,https://www.basketball-reference.com/req/202103225/images/players/bridgmi02.jpg,"Huntington Prep in Huntington, West Virginia|"
2018,13,LAC,Jerome Robinson,Boston College,3,113,1604,514,208,131,.363,.310,.721,14.2,4.5,1.8,1.2,-0.1,-.003,-4.8,-1.1,https://www.basketball-reference.com/players/r/robinje01.html,https://www.basketball-reference.com/req/202103225/images/players/robinje01.jpg,"Needham Broughton in Raleigh, North Carolina|"
2018,14,DEN,Michael Porter Jr.,Missouri,2,113,2742,1626,689,112,.533,.439,.804,24.3,14.4,6.1,1.0,9.7,.169,2.6,3.1,https://www.basketball-reference.com/players/p/portemi01.html,https://www.basketball-reference.com/req/202103225/images/players/portemi01.jpg,"Nathan Hale HS in Seattle, Washington|"
2018,15,WAS,Troy Brown Jr.,Oregon,3,155,3036,1125,633,287,.432,.330,.754,19.6,7.3,4.1,1.9,3.5,.055,-2.1,-0.1,https://www.basketball-reference.com/players/b/browntr01.html,https://www.basketball-reference.com/req/202103225/images/players/browntr01.jpg,"Centennial HS in Las Vegas, Nevada|"
2018,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,.378,.316,.667,11.0,3.7,1.2,0.9,0.0,.011,-6.1,-0.2,https://www.basketball-reference.com/players/s/smithzh01.html,https://www.basketball-reference.com/req/202103225/images/players/smithzh01.jpg,"Lakeview Centennial HS in Garland, Texas|"
2018,17,MIL,Donte DiVincenzo,Villanova,3,155,3631,1379,737,374,.432,.347,.730,23.4,8.9,4.8,2.4,8.1,.108,0.2,2.0,https://www.basketball-reference.com/players/d/divindo01.html,https://www.basketball-reference.com/req/202103225/images/players/divindo01.jpg,"Salesianum School in Wilmington, Delaware|"
2018,18,SAS,Lonnie Walker,Miami (FL),3,133,2497,1054,297,167,.421,.374,.773,18.8,7.9,2.2,1.3,1.0,.018,-3.5,-1.0,https://www.basketball-reference.com/players/w/walkelo01.html,https://www.basketball-reference.com/req/202103225/images/players/walkelo01.jpg,"Reading HS in Reading, Pennsylvania|"
2018,19,ATL,Kevin Huerter,Maryland,3,197,5849,2206,688,660,.423,.377,.786,29.7,11.2,3.5,3.4,6.5,.053,-1.4,0.8,https://www.basketball-reference.com/players/h/huertke01.html,https://www.basketball-reference.com/req/202103225/images/players/huertke01.jpg,"Shenendehowa Central HS in Clifton Park, New York|"
2018,20,MIN,Josh Okogie,Georgia Tech,3,190,4425,1402,631,249,.404,.273,.772,23.3,7.4,3.3,1.3,4.6,.050,-3.0,-1.1,https://www.basketball-reference.com/players/o/okogijo01.html,https://www.basketball-reference.com/req/202103225/images/players/okogijo01.jpg,"Shiloh HS in Snellville, Georgia|"
2018,21,UTA,Grayson Allen,Duke,3,126,2393,1073,268,185,.423,.381,.832,19.0,8.5,2.1,1.5,3.9,.078,-1.8,0.2,https://www.basketball-reference.com/players/a/allengr01.html,https://www.basketball-reference.com/req/202103225/images/players/allengr01.jpg,"Providence School in Jacksonville, Florida|"
2018,22,CHI,Chandler Hutchison,Boise State,3,93,1695,534,357,76,.443,.302,.632,18.2,5.7,3.8,0.8,1.1,.031,-4.0,-0.8,https://www.basketball-reference.com/players/h/hutchch01.html,https://www.basketball-reference.com/req/202103225/images/players/hutchch01.jpg,"Mission Viejo HS in Mission Viejo, California|"
2018,23,IND,Aaron Holiday,UCLA,3,181,3418,1395,311,432,.404,.375,.835,18.9,7.7,1.7,2.4,3.3,.047,-2.4,-0.4,https://www.basketball-reference.com/players/h/holidaa01.html,https://www.basketball-reference.com/req/202103225/images/players/holidaa01.jpg,"Campbell Hall HS in North Hollywood, California|"
2018,26,PHI,Landry Shamet,Wichita State,3,189,4543,1739,339,307,.415,.395,.835,24.0,9.2,1.8,1.6,7.7,.081,-2.1,-0.1,https://www.basketball-reference.com/players/s/shamela01.html,https://www.basketball-reference.com/req/202103225/images/players/shamela01.jpg,"Park Hill HS in Kansas City, Missouri|"
2018,27,BOS,Robert Williams,Texas A&M,3,112,1645,644,565,126,.719,.000,.623,14.7,5.8,5.0,1.1,8.5,.247,5.1,2.9,https://www.basketball-reference.com/players/w/williro04.html,https://www.basketball-reference.com/req/202103225/images/players/williro04.jpg,"North Caddo HS in Vivian, Louisiana|"
2018,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,.337,.315,.833,10.5,2.8,1.1,0.9,-0.6,-.047,-7.4,-0.8,https://www.basketball-reference.com/players/e/evansja02.html,https://www.basketball-reference.com/req/202103225/images/players/evansja02.jpg,"St. Michael the Archangel in Baton Rouge, Louisiana|"
2018,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,.417,.366,.766,17.8,6.8,4.3,1.0,2.4,.068,-1.5,0.2,https://www.basketball-reference.com/players/s/spellom01.html,https://www.basketball-reference.com/req/202103225/images/players/spellom01.jpg,"St. Thomas More in Oakdale, Connecticut|"
2018,32,MEM,Jevon Carter,West Virginia,3,152,2159,673,262,215,.382,.382,.800,14.2,4.4,1.7,1.4,3.2,.071,-0.6,0.8,https://www.basketball-reference.com/players/c/carteje01.html,https://www.basketball-reference.com/req/202103225/images/players/carteje01.jpg,"Proviso East HS in Maywood, Illinois|"
2018,33,DAL,Jalen Brunson,Villanova,3,193,4197,1934,522,634,.486,.364,.776,21.7,10.0,2.7,3.3,9.2,.105,-0.8,1.3,https://www.basketball-reference.com/players/b/brunsja01.html,https://www.basketball-reference.com/req/202103225/images/players/brunsja01.jpg,"Adlai Stevenson HS in Lincolnshire, Illinois|"
2018,34,ATL,Devonte' Graham,Kansas,3,160,4418,2102,412,867,.375,.363,.814,27.6,13.1,2.6,5.4,6.8,.073,-0.3,1.8,https://www.basketball-reference.com/players/g/grahade01.html,https://www.basketball-reference.com/req/202103225/images/players/grahade01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2018,35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,.400,.364,.375,5.9,1.9,0.5,0.1,0.0,.008,-5.4,-0.2,https://www.basketball-reference.com/players/f/frazime01.html,https://www.basketball-reference.com/req/202103225/images/players/frazime01.jpg,"L.W. Higgins in Marrero, Louisiana|"
2018,37,SAC,Gary Trent Jr.,Duke,3,133,3214,1460,259,145,.420,.395,.781,24.2,11.0,1.9,1.1,4.1,.062,-1.9,0.1,https://www.basketball-reference.com/players/t/trentga02.html,https://www.basketball-reference.com/req/202103225/images/players/trentga02.jpg,"Prolific Prep in Napa, California|"
2018,38,PHI,Khyri Thomas,Creighton,3,36,313,121,29,15,.377,.328,.700,8.7,3.4,0.8,0.4,0.3,.049,-2.4,0.0,https://www.basketball-reference.com/players/t/thomakh01.html,https://www.basketball-reference.com/req/202103225/images/players/thomakh01.jpg,"Benson in Omaha, Nebraska|Fork Union Military Academy in Fork Union, Virginia|"
2018,41,ORL,Jarred Vanderbilt,Kentucky,3,87,1154,345,362,78,.597,.167,.569,13.3,4.0,4.2,0.9,2.7,.113,-1.0,0.3,https://www.basketball-reference.com/players/v/vandeja01.html,https://www.basketball-reference.com/req/202103225/images/players/vandeja01.jpg,"Victory Prep Academy in Houston, Texas|"
2018,42,DET,Bruce Brown,Miami (FL),3,193,4420,1352,771,414,.466,.298,.740,22.9,7.0,4.0,2.1,7.3,.080,-1.7,0.3,https://www.basketball-reference.com/players/b/brownbr01.html,https://www.basketball-reference.com/req/202103225/images/players/brownbr01.jpg,"Vermont Academy in Saxtons River, Vermont|"
2018,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jacksju02.html,https://www.basketball-reference.com/req/202103225/images/players/jacksju02.jpg,"Hill Academy in Vaughan, Canada|"
2018,45,BRK,Hamidou Diallo,Kentucky,3,147,2583,1079,519,149,.463,.303,.626,17.6,7.3,3.5,1.0,2.7,.051,-3.2,-0.8,https://www.basketball-reference.com/players/d/diallha01.html,https://www.basketball-reference.com/req/202103225/images/players/diallha01.jpg,"Putnam Science Academy in Putnam, Connecticut|"
2018,46,HOU,De'Anthony Melton,USC,3,157,3102,1153,506,456,.415,.355,.769,19.8,7.3,3.2,2.9,4.0,.062,-0.2,1.4,https://www.basketball-reference.com/players/m/meltode01.html,https://www.basketball-reference.com/req/202103225/images/players/meltode01.jpg,"Crespi HS in Encino, California|"
2018,47,LAL,Sviatoslav Mykhailiuk,Kansas,3,161,2956,1149,296,245,.397,.362,.764,18.4,7.1,1.8,1.5,1.7,.027,-2.9,-0.7,https://www.basketball-reference.com/players/m/mykhasv01.html,https://www.basketball-reference.com/req/202103225/images/players/mykhasv01.jpg,"Cherkasy First City Gymnasia in Cherkasy, Ukraine|"
2018,48,MIN,Keita Bates-Diop,Ohio State,3,100,1437,494,243,56,.423,.304,.689,14.4,4.9,2.4,0.6,1.8,.061,-2.2,0.0,https://www.basketball-reference.com/players/b/bateske01.html,https://www.basketball-reference.com/req/202103225/images/players/bateske01.jpg,"University HS in Normal, Illinois|"
2018,49,SAS,Chimezie Metu,USC,3,78,593,271,149,44,.485,.227,.730,7.6,3.5,1.9,0.6,0.5,.037,-4.0,-0.3,https://www.basketball-reference.com/players/m/metuch01.html,https://www.basketball-reference.com/req/202103225/images/players/metuch01.jpg,"Lawndale HS in Lawndale, California|"
2018,50,IND,Alize Johnson,Missouri State,3,46,363,139,156,22,.500,.313,.774,7.9,3.0,3.4,0.5,1.2,.158,-0.2,0.2,https://www.basketball-reference.com/players/j/johnsal02.html,https://www.basketball-reference.com/req/202103225/images/players/johnsal02.jpg,"St. John Neumann HS in Williamsport, Pennsylvania|"
2018,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/c/carrto01.html,https://www.basketball-reference.com/req/202103225/images/players/carrto01.jpg,"Roman Catholic in Philadelphia, Pennsylvania|"
2018,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0,https://www.basketball-reference.com/players/e/edwarvi01.html,https://www.basketball-reference.com/req/202103225/images/players/edwarvi01.jpg,"Middletown HS in Middletown, Ohio|"
2018,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.4,-0.1,https://www.basketball-reference.com/players/h/hallde01.html,https://www.basketball-reference.com/req/202103225/images/players/hallde01.jpg,"Cape Henry Collegiate in Virginia Beach, Virginia|"
2018,54,DAL,Shake Milton,SMU,3,120,2468,1239,260,301,.451,.375,.821,20.6,10.3,2.2,2.5,4.9,.095,-2.1,-0.1,https://www.basketball-reference.com/players/m/miltosh01.html,https://www.basketball-reference.com/req/202103225/images/players/miltosh01.jpg,"Owasso HS in Owasso, Oklahoma|"
2018,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.025,-5.7,-0.2,https://www.basketball-reference.com/players/s/spaldra01.html,https://www.basketball-reference.com/req/202103225/images/players/spaldra01.jpg,"Trinity HS in Louisville, Kentucky|"
2018,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0,https://www.basketball-reference.com/players/h/herveke01.html,https://www.basketball-reference.com/req/202103225/images/players/herveke01.jpg,"Arlington Bowie HS in Arlington, Texas|"
2018,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0,https://www.basketball-reference.com/players/w/welshth01.html,https://www.basketball-reference.com/req/202103225/images/players/welshth01.jpg,"Loyola HS in Los Angeles, California|"
2018,59,PHO,George King,Colorado,1,1,6,0,1,0,,,,6.0,0.0,1.0,0.0,0.0,-.001,-7.9,0.0,https://www.basketball-reference.com/players/k/kingge03.html,https://www.basketball-reference.com/req/202103225/images/players/kingge03.jpg,"Brennan HS in San Antonio, Texas|"
2018,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,.375,,.474,4.0,1.0,1.0,0.1,-0.2,-.098,-10.2,-0.2,https://www.basketball-reference.com/players/a/antetko01.html,https://www.basketball-reference.com/req/202103225/images/players/antetko01.jpg,"Dominican HS in Whitefish Bay, Wisconsin|"
2019,1,NOP,Zion Williamson,Duke,2,85,2694,2187,591,276,.604,.333,.683,31.7,25.7,7.0,3.2,10.7,.191,4.6,4.5,https://www.basketball-reference.com/players/w/willizi01.html,https://www.basketball-reference.com/req/202103225/images/players/willizi01.jpg,"Spartanburg Day School in Spartanburg, South Carolina|"
2019,2,MEM,Ja Morant,Murray State,2,126,3987,2333,491,916,.465,.317,.756,31.6,18.5,3.9,7.3,7.0,.084,-0.1,1.9,https://www.basketball-reference.com/players/m/moranja01.html,https://www.basketball-reference.com/req/202103225/images/players/moranja01.jpg,"Crestwood in Sumter, South Carolina|"
2019,3,NYK,RJ Barrett,Duke,2,123,4031,1986,665,343,.426,.366,.680,32.8,16.1,5.4,2.8,3.3,.039,-2.7,-0.7,https://www.basketball-reference.com/players/b/barrerj01.html,https://www.basketball-reference.com/req/202103225/images/players/barrerj01.jpg,"Montverde Academy in Montverde, Florida|"
2019,4,LAL,De'Andre Hunter,Virginia,2,83,2643,1098,388,154,.433,.355,.799,31.8,13.2,4.7,1.9,1.8,.033,-3.2,-0.8,https://www.basketball-reference.com/players/h/huntede01.html,https://www.basketball-reference.com/req/202103225/images/players/huntede01.jpg,"Friends' Central School in Wynnewood, Pennsylvania|"
2019,5,CLE,Darius Garland,Vanderbilt,2,112,3602,1666,240,556,.428,.373,.858,32.2,14.9,2.1,5.0,-0.1,-.001,-3.6,-1.5,https://www.basketball-reference.com/players/g/garlada01.html,https://www.basketball-reference.com/req/202103225/images/players/garlada01.jpg,"Brentwood Academy in Brentwood, Tennessee|"
2019,6,PHO,Jarrett Culver,Texas Tech,2,97,2005,760,316,134,.406,.288,.503,20.7,7.8,3.3,1.4,-0.2,-.005,-4.6,-1.3,https://www.basketball-reference.com/players/c/culveja01.html,https://www.basketball-reference.com/req/202103225/images/players/culveja01.jpg,"Coronado in Lubbock, Texas|"
2019,7,CHI,Coby White,UNC,2,129,3655,1824,490,475,.405,.355,.850,28.3,14.1,3.8,3.7,3.0,.039,-2.7,-0.7,https://www.basketball-reference.com/players/w/whiteco01.html,https://www.basketball-reference.com/req/202103225/images/players/whiteco01.jpg,"Greenfield School in Wilson, North Carolina|"
2019,8,ATL,Jaxson Hayes,Texas,2,119,1928,846,485,86,.659,.333,.694,16.2,7.1,4.1,0.7,6.9,.171,-0.2,0.9,https://www.basketball-reference.com/players/h/hayesja02.html,https://www.basketball-reference.com/req/202103225/images/players/hayesja02.jpg,"Archbishop Moeller in Cincinnati, Ohio|"
2019,9,WAS,Rui Hachimura,Gonzaga,2,101,3115,1377,588,165,.472,.308,.799,30.8,13.6,5.8,1.6,3.8,.058,-3.3,-1.0,https://www.basketball-reference.com/players/h/hachiru01.html,https://www.basketball-reference.com/req/202103225/images/players/hachiru01.jpg,"Meisei in Sendai, Japan|"
2019,10,ATL,Cam Reddish,Duke,2,84,2301,902,320,122,.378,.309,.808,27.4,10.7,3.8,1.5,0.0,.000,-4.0,-1.2,https://www.basketball-reference.com/players/r/reddica01.html,https://www.basketball-reference.com/req/202103225/images/players/reddica01.jpg,"Haverford School in Haverford, Pennsylvania|Westtown School in West Chester, Pennsylvania|"
2019,11,MIN,Cameron Johnson,UNC,2,117,2692,1077,386,155,.427,.367,.828,23.0,9.2,3.3,1.3,5.3,.095,-0.2,1.2,https://www.basketball-reference.com/players/j/johnsca02.html,https://www.basketball-reference.com/req/202103225/images/players/johnsca02.jpg,"Our Lady of the Sacred Heart in Coraopolis, Pennsylvania|"
2019,12,CHO,P.J. Washington,Kentucky,2,117,3540,1485,687,272,.456,.395,.700,30.3,12.7,5.9,2.3,4.8,.065,-1.2,0.8,https://www.basketball-reference.com/players/w/washipj01.html,https://www.basketball-reference.com/req/202103225/images/players/washipj01.jpg,"Findlay Prep in Henderson, Nevada|"
2019,14,BOS,Romeo Langford,Indiana,2,47,589,113,70,23,.336,.214,.759,12.5,2.4,1.5,0.5,0.1,.012,-5.2,-0.5,https://www.basketball-reference.com/players/l/langfro01.html,https://www.basketball-reference.com/req/202103225/images/players/langfro01.jpg,"New Albany in New Albany, Indiana|"
2019,16,ORL,Chuma Okeke,Auburn,1,45,1133,349,181,101,.417,.348,.750,25.2,7.8,4.0,2.2,1.4,.058,-1.4,0.2,https://www.basketball-reference.com/players/o/okekech01.html,https://www.basketball-reference.com/req/202103225/images/players/okekech01.jpg,"Westlake in Atlanta, Georgia|"
2019,17,BRK,Nickeil Alexander-Walker,Virginia Tech,2,88,1442,687,210,170,.398,.347,.719,16.4,7.8,2.4,1.9,0.4,.014,-2.9,-0.3,https://www.basketball-reference.com/players/a/alexani01.html,https://www.basketball-reference.com/req/202103225/images/players/alexani01.jpg,"Hamilton Heights Christian Academy in Chattanooga, Tennessee|"
2019,20,BOS,Matisse Thybulle,Washington,2,130,2585,560,231,142,.421,.330,.559,19.9,4.3,1.8,1.1,5.1,.095,0.9,1.9,https://www.basketball-reference.com/players/t/thybuma01.html,https://www.basketball-reference.com/req/202103225/images/players/thybuma01.jpg,"Eastside Catholic in Sammamish, Washington|"
2019,21,OKC,Brandon Clarke,Gonzaga,2,113,2643,1274,654,173,.566,.314,.720,23.4,11.3,5.8,1.5,8.8,.159,2.1,2.7,https://www.basketball-reference.com/players/c/clarkbr01.html,https://www.basketball-reference.com/req/202103225/images/players/clarkbr01.jpg,"Desert Vista in Phoenix, Arizona|"
