Draft_Year,Pick,Team,Player,College,Years,G,MP_Total,PTS_Total,TRB_Total,AST_Total,FGpct,TPpct,FTpct,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Player_URL,Img_URL,HS
2010,3,NJN,Derrick Favors,Georgia Tech,11,747,18492,8128,5401,824,.534,.205,.664,24.8,10.9,7.2,1.1,58.5,.152,0.9,13.7,https://www.basketball-reference.com/players/f/favorde01.html,https://www.basketball-reference.com/req/202103225/images/players/favorde01.jpg,"South Atlanta in Atlanta, Georgia|"
2010,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,.404,.337,.741,22.1,7.0,3.2,1.1,10.7,.038,-1.6,1.2,https://www.basketball-reference.com/players/j/johnswe01.html,https://www.basketball-reference.com/req/202103225/images/players/johnswe01.jpg,"Corsicana in Corsicana, Texas|"
2010,5,SAC,DeMarcus Cousins,Kentucky,10,602,18746,12347,6381,1905,.459,.334,.736,31.1,20.5,10.6,3.2,45.1,.115,2.6,21.5,https://www.basketball-reference.com/players/c/couside01.html,https://www.basketball-reference.com/req/202103225/images/players/couside01.jpg,"LeFlore Magnet in Mobile, Alabama|"
2010,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,.453,.000,.718,14.8,3.5,2.9,0.7,10.4,.088,-1.4,0.8,https://www.basketball-reference.com/players/u/udohek01.html,https://www.basketball-reference.com/req/202103225/images/players/udohek01.jpg,"Sante Fe in Edmond, Oklahoma|"
2010,7,DET,Greg Monroe,Georgetown,9,632,17475,8326,5229,1354,.514,.059,.704,27.7,13.2,8.3,2.1,49.7,.136,1.4,15.2,https://www.basketball-reference.com/players/m/monrogr01.html,https://www.basketball-reference.com/req/202103225/images/players/monrogr01.jpg,"Helen Cox in Harvey, Louisiana|"
2010,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,.420,.332,.746,24.9,7.5,6.0,1.2,27.6,.075,-0.6,6.4,https://www.basketball-reference.com/players/a/aminual01.html,https://www.basketball-reference.com/req/202103225/images/players/aminual01.jpg,"Norcross in Norcross, Georgia|"
2010,9,UTA,Gordon Hayward,Butler,11,685,21268,10676,3078,2399,.453,.370,.825,31.0,15.6,4.5,3.5,57.3,.129,2.1,22.2,https://www.basketball-reference.com/players/h/haywago01.html,https://www.basketball-reference.com/req/202103225/images/players/haywago01.jpg,"Brownsburg in Brownsburg, Indiana|"
2010,10,IND,Paul George,Fresno State,11,703,23554,14221,4500,2451,.437,.384,.848,33.5,20.2,6.4,3.5,75.4,.154,4.1,36.2,https://www.basketball-reference.com/players/g/georgpa01.html,https://www.basketball-reference.com/req/202103225/images/players/georgpa01.jpg,"Knight in Palmdale, California|"
2010,11,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,.527,,.738,10.0,3.1,3.3,0.5,9.6,.135,0.1,1.8,https://www.basketball-reference.com/players/a/aldrico01.html,https://www.basketball-reference.com/req/202103225/images/players/aldrico01.jpg,"Thomas Jefferson in Bloomington, Minnesota|"
2010,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,0.8,.013,-4.4,-1.7,https://www.basketball-reference.com/players/h/henryxa01.html,https://www.basketball-reference.com/req/202103225/images/players/henryxa01.jpg,"Putnam City in Oklahoma City, Oklahoma|"
2010,13,TOR,Ed Davis,UNC,11,690,13549,4263,4550,532,.566,.000,.585,19.6,6.2,6.6,0.8,42.8,.151,-0.2,6.1,https://www.basketball-reference.com/players/d/davised01.html,https://www.basketball-reference.com/req/202103225/images/players/davised01.jpg,"Benedictine in Richmond, Virginia|"
2010,14,HOU,Patrick Patterson,Kentucky,11,717,14851,4759,2792,729,.447,.369,.755,20.7,6.6,3.9,1.0,31.7,.102,0.0,7.4,https://www.basketball-reference.com/players/p/pattepa01.html,https://www.basketball-reference.com/req/202103225/images/players/pattepa01.jpg,"Huntington in Huntington, West Virginia|"
2010,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,.480,.000,.553,19.5,6.4,5.7,0.7,10.3,.107,-1.1,1.1,https://www.basketball-reference.com/players/s/sandela01.html,https://www.basketball-reference.com/req/202103225/images/players/sandela01.jpg,"Port St. Lucie in Port St. Lucie, Florida|"
2010,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,.408,.402,.747,14.0,4.8,2.2,0.6,7.2,.065,-2.1,-0.1,https://www.basketball-reference.com/players/b/babbilu01.html,https://www.basketball-reference.com/req/202103225/images/players/babbilu01.jpg,"Galena in Reno, Nevada|"
2010,18,OKC,Eric Bledsoe,Kentucky,11,697,19534,9740,2739,3294,.453,.337,.788,28.0,14.0,3.9,4.7,44.5,.109,1.7,18.2,https://www.basketball-reference.com/players/b/bledser01.html,https://www.basketball-reference.com/req/202103225/images/players/bledser01.jpg,"A.H. Parker in Birmingham, Alabama|"
2010,19,BOS,Avery Bradley,Texas,11,598,16745,6885,1727,1058,.435,.363,.780,28.0,11.5,2.9,1.8,16.0,.046,-2.3,-1.3,https://www.basketball-reference.com/players/b/bradlav01.html,https://www.basketball-reference.com/req/202103225/images/players/bradlav01.jpg,"Findlay College Prep in Henderson, Nevada|"
2010,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,.411,.321,.755,17.5,5.8,2.3,1.2,3.3,.037,-2.7,-0.8,https://www.basketball-reference.com/players/a/anderja01.html,https://www.basketball-reference.com/req/202103225/images/players/anderja01.jpg,"Junction City in Junction City, Arkansas|"
2010,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,.265,.214,.500,7.1,1.8,1.1,0.5,-0.2,-.089,-9.9,-0.2,https://www.basketball-reference.com/players/b/brackcr01.html,https://www.basketball-reference.com/req/202103225/images/players/brackcr01.jpg,"Brewster Academy in Wolfeboro, New Hampshire|"
2010,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,.421,.310,.669,13.5,4.9,1.5,0.9,0.7,.024,-4.9,-1.1,https://www.basketball-reference.com/players/w/williel01.html,https://www.basketball-reference.com/req/202103225/images/players/williel01.jpg,"St. George's Independent School in Collierville, Tennessee|"
2010,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,.515,.305,.636,20.4,6.9,5.5,1.1,26.2,.116,-0.5,4.2,https://www.basketball-reference.com/players/b/booketr01.html,https://www.basketball-reference.com/req/202103225/images/players/booketr01.jpg,"Union County in Union, South Carolina|"
2010,24,ATL,Damion James,Texas,4,39,623,150,131,26,.415,.000,.667,16.0,3.8,3.4,0.7,0.0,-.001,-3.7,-0.3,https://www.basketball-reference.com/players/j/jamesda01.html,https://www.basketball-reference.com/req/202103225/images/players/jamesda01.jpg,"Nacogdoches in Nacogdoches, Texas|"
2010,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,.366,.095,.729,9.3,3.1,1.4,1.8,0.3,.017,-2.4,-0.1,https://www.basketball-reference.com/players/j/jonesdo02.html,https://www.basketball-reference.com/req/202103225/images/players/jonesdo02.jpg,"Lake Wales in Lake Wales, Florida|"
2010,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,.423,.356,.746,15.6,4.5,1.8,0.7,9.7,.084,-1.8,0.3,https://www.basketball-reference.com/players/p/pondequ01.html,https://www.basketball-reference.com/req/202103225/images/players/pondequ01.jpg,"San Joaquin Memorial in Fresno, California|"
2010,27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,.411,.317,.826,24.4,12.2,2.5,3.1,6.3,.044,-1.3,1.3,https://www.basketball-reference.com/players/c/crawfjo02.html,https://www.basketball-reference.com/req/202103225/images/players/crawfjo02.jpg,"Communication & Media Arts in Chatham, Virginia|"
2010,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,.418,.349,.817,23.7,9.0,2.5,4.8,12.6,.064,-1.2,1.9,https://www.basketball-reference.com/players/v/vasqugr01.html,https://www.basketball-reference.com/req/202103225/images/players/vasqugr01.jpg,"Montrose Christian School in Rockville, Maryland|"
2010,29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,.485,.000,.597,10.6,2.8,2.5,0.5,1.0,.093,-3.5,-0.2,https://www.basketball-reference.com/players/o/ortonda01.html,https://www.basketball-reference.com/req/202103225/images/players/ortonda01.jpg,"Bishop McGuiness in Oklahoma City, Oklahoma|"
2010,30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,.347,.269,.767,8.2,2.9,1.3,0.5,0.2,.020,-4.2,-0.3,https://www.basketball-reference.com/players/h/haywala01.html,https://www.basketball-reference.com/req/202103225/images/players/haywala01.jpg,"Notre Dame Preparatory School in Fitchburg, Massachusetts|"
2010,32,MIA,Dexter Pittman,Texas,4,50,347,116,89,9,.450,,.545,6.9,2.3,1.8,0.2,0.5,.068,-7.7,-0.5,https://www.basketball-reference.com/players/p/pittmde01.html,https://www.basketball-reference.com/req/202103225/images/players/pittmde01.jpg,"B.F. Terry in Rosenberg, Texas|"
2010,33,SAC,Hassan Whiteside,Marshall,9,446,11483,5916,5029,301,.581,.308,.603,25.7,13.3,11.3,0.7,46.2,.193,2.6,13.3,https://www.basketball-reference.com/players/w/whiteha01.html,https://www.basketball-reference.com/req/202103225/images/players/whiteha01.jpg,"Hunter Huss in Gastonia, North Carolina|Ashbrook in Gastonia, North Carolina|Forestview in Gastonia, North Carolina|East Side in Newark, New Jersey|Hope Christian Academy in Kings Mountain, North Carolina|The Patterson School in Patterson, North Carolina|"
2010,34,POR,Armon Johnson,Nevada,2,47,401,157,49,56,.458,.400,.679,8.5,3.3,1.0,1.2,-0.1,-.015,-4.1,-0.2,https://www.basketball-reference.com/players/j/johnsar02.html,https://www.basketball-reference.com/req/202103225/images/players/johnsar02.jpg,"Hug in Reno, Nevada|"
2010,37,MIL,Darington Hobson,New Mexico,1,5,39,4,3,6,.154,.000,,7.8,0.8,0.6,1.2,-0.2,-.225,-13.0,-0.1,https://www.basketball-reference.com/players/h/hobsoda01.html,https://www.basketball-reference.com/req/202103225/images/players/hobsoda01.jpg,"Decatur Christian in Decatur, Illinois|"
2010,38,NYK,Andy Rautins,Syracuse,1,5,24,8,1,3,.429,.250,.500,4.8,1.6,0.2,0.6,-0.2,-.314,-13.2,-0.1,https://www.basketball-reference.com/players/r/rautian01.html,https://www.basketball-reference.com/req/202103225/images/players/rautian01.jpg,"Jamesville-DeWitt in DeWitt, New York|"
2010,39,NYK,Landry Fields,Stanford,5,255,6010,1731,1092,419,.473,.332,.666,23.6,6.8,4.3,1.6,10.5,.084,-0.3,2.6,https://www.basketball-reference.com/players/f/fieldla01.html,https://www.basketball-reference.com/req/202103225/images/players/fieldla01.jpg,"Los Alamitos in Los Alamitos, California|"
2010,40,IND,Lance Stephenson,Cincinnati,9,508,11866,4354,2124,1456,.444,.315,.685,23.4,8.6,4.2,2.9,16.7,.068,-1.2,2.5,https://www.basketball-reference.com/players/s/stephla01.html,https://www.basketball-reference.com/req/202103225/images/players/stephla01.jpg,"Abraham Lincoln in Brooklyn, New York|"
2010,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,.582,,.518,10.7,2.9,1.9,0.4,0.7,.089,-3.3,-0.1,https://www.basketball-reference.com/players/v/varnaja01.html,https://www.basketball-reference.com/req/202103225/images/players/varnaja01.jpg,"Haywood in Brownsville, Tennessee|"
2010,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,.385,.222,.722,11.3,3.6,1.9,0.4,0.5,.035,-4.8,-0.5,https://www.basketball-reference.com/players/e/ebankde01.html,https://www.basketball-reference.com/req/202103225/images/players/ebankde01.jpg,"St. Thomas Moore School in Oakdale, Connecticut|"
2010,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,.528,,.852,7.6,2.8,2.0,0.3,1.7,.168,-1.0,0.1,https://www.basketball-reference.com/players/j/jordaje01.html,https://www.basketball-reference.com/req/202103225/images/players/jordaje01.jpg,"Florida Air Academy in Melbourne, Florida|"
2010,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,-.009,-15.0,0.0,https://www.basketball-reference.com/players/l/lawalga01.html,https://www.basketball-reference.com/req/202103225/images/players/lawalga01.jpg,"Norcross in Norcross, Georgia|"
2010,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,.314,,.700,7.0,1.5,2.3,0.2,0.0,.010,-4.4,-0.1,https://www.basketball-reference.com/players/a/alabiso01.html,https://www.basketball-reference.com/req/202103225/images/players/alabiso01.jpg,"Montverde Academy in Montverde, Florida|"
2010,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,.376,.241,.737,12.4,3.6,2.8,0.5,0.9,.048,-3.5,-0.3,https://www.basketball-reference.com/players/h/haranlu01.html,https://www.basketball-reference.com/req/202103225/images/players/haranlu01.jpg,"Andrean in Merrillville, Indiana|"
2010,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,.371,.333,.750,7.1,1.9,0.6,1.4,0.2,.065,-2.7,0.0,https://www.basketball-reference.com/players/w/warrewi01.html,https://www.basketball-reference.com/req/202103225/images/players/warrewi01.jpg,"North Crowley in Fort Worth, Texas|"
2010,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,.569,.231,.687,10.5,3.5,2.6,0.4,8.2,.150,0.9,1.9,https://www.basketball-reference.com/players/e/evansje01.html,https://www.basketball-reference.com/req/202103225/images/players/evansje01.jpg,"Crossett in Crossett, Arkansas|"
2010,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,.467,,.462,4.8,0.6,0.8,0.1,0.0,.013,-7.3,-0.2,https://www.basketball-reference.com/players/n/ndiayha01.html,https://www.basketball-reference.com/req/202103225/images/players/ndiayha01.jpg,"Stoneridge Preparatory School in Simi Valley, California|"
2010,57,IND,Ryan Reid,Florida State,1,5,17,8,2,0,.800,,,3.4,1.6,0.4,0.0,0.1,.142,-2.0,0.0,https://www.basketball-reference.com/players/r/reidry01.html,https://www.basketball-reference.com/req/202103225/images/players/reidry01.jpg,"Boyd Anderson in Lauderdale Lakes, Florida|"
2010,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,.485,,.739,5.2,2.0,1.0,0.2,0.3,.057,-7.1,-0.3,https://www.basketball-reference.com/players/c/caracde01.html,https://www.basketball-reference.com/req/202103225/images/players/caracde01.jpg,"Notre Dame Preparatory School in Fitchburg, Massachusetts|"
2010,60,PHO,Dwayne Collins,Miami (FL),,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/c/collidw01.html,https://www.basketball-reference.com/req/202103225/images/players/collidw01.jpg,"Miami Senior in Miami, Florida|"
2011,1,CLE,Kyrie Irving,Duke,10,579,19634,13241,2201,3329,.470,.390,.881,33.9,22.9,3.8,5.7,68.3,.167,4.6,32.5,https://www.basketball-reference.com/players/i/irvinky01.html,https://www.basketball-reference.com/req/202103225/images/players/irvinky01.jpg,"Saint Patrick in Elizabeth, New Jersey|"
2011,2,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,.434,.300,.710,20.7,8.9,4.0,0.7,14.1,.076,-1.6,0.8,https://www.basketball-reference.com/players/w/willide02.html,https://www.basketball-reference.com/req/202103225/images/players/willide02.jpg,"La Mirada in La Mirada, California|"
2011,4,CLE,Tristan Thompson,Texas,10,670,18570,6234,5810,689,.518,.257,.610,27.7,9.3,8.7,1.0,45.9,.119,-1.6,1.7,https://www.basketball-reference.com/players/t/thomptr01.html,https://www.basketball-reference.com/req/202103225/images/players/thomptr01.jpg,"Findlay College Prep in Henderson, Nevada|"
2011,8,DET,Brandon Knight,Kentucky,8,446,13137,6269,1377,1769,.411,.353,.806,29.5,14.1,3.1,4.0,11.5,.042,-1.6,1.5,https://www.basketball-reference.com/players/k/knighbr03.html,https://www.basketball-reference.com/req/202103225/images/players/knighbr03.jpg,"Pine Crest School in Fort Lauderdale, Florida|"
2011,9,CHA,Kemba Walker,UConn,10,702,23640,13929,2695,3778,.418,.360,.841,33.7,19.8,3.8,5.4,57.5,.117,2.9,29.1,https://www.basketball-reference.com/players/w/walkeke02.html,https://www.basketball-reference.com/req/202103225/images/players/walkeke02.jpg,"Rice in New York, New York|"
2011,10,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,.409,.372,.879,13.3,6.0,1.0,1.4,2.2,.033,-2.5,-0.4,https://www.basketball-reference.com/players/f/fredeji01.html,https://www.basketball-reference.com/req/202103225/images/players/fredeji01.jpg,"Glens Falls in Glens Falls, New York|"
2011,11,GSW,Klay Thompson,Washington State,8,615,20340,11995,2130,1416,.459,.419,.848,33.1,19.5,3.5,2.3,46.8,.110,0.7,14.2,https://www.basketball-reference.com/players/t/thompkl01.html,https://www.basketball-reference.com/req/202103225/images/players/thompkl01.jpg,"Santa Margarita Catholic in Rancho Santa Margarita, California|"
2011,12,UTA,Alec Burks,Colorado,10,541,11971,5644,1788,1018,.421,.371,.795,22.1,10.4,3.3,1.9,19.5,.078,-0.9,3.2,https://www.basketball-reference.com/players/b/burksal01.html,https://www.basketball-reference.com/req/202103225/images/players/burksal01.jpg,"Grandview in Grandview, Missouri|"
2011,13,PHO,Markieff Morris,Kansas,10,696,17398,7679,3665,1126,.446,.341,.776,25.0,11.0,5.3,1.6,26.7,.074,-1.4,2.7,https://www.basketball-reference.com/players/m/morrima02.html,https://www.basketball-reference.com/req/202103225/images/players/morrima02.jpg,"Prep Charter in Philadelphia, Pennsylvania|APEX Academy in Pennsauken, New Jersey|"
2011,14,HOU,Marcus Morris,Kansas,10,660,17799,8048,3047,970,.435,.378,.763,27.0,12.2,4.6,1.5,33.8,.091,-0.5,6.7,https://www.basketball-reference.com/players/m/morrima03.html,https://www.basketball-reference.com/req/202103225/images/players/morrima03.jpg,"Prep Charter in Philadelphia, Pennsylvania|APEX Academy in Pennsauken, New Jersey|"
2011,15,IND,Kawhi Leonard,San Diego State,10,573,17927,11020,3675,1655,.494,.384,.857,31.3,19.2,6.4,2.9,82.8,.222,6.8,39.9,https://www.basketball-reference.com/players/l/leonaka01.html,https://www.basketball-reference.com/req/202103225/images/players/leonaka01.jpg,"King in Riverside, California|"
2011,16,PHI,Nikola Vučević,USC,10,664,20316,11198,6872,1784,.497,.362,.756,30.6,16.9,10.3,2.7,54.5,.129,2.4,22.5,https://www.basketball-reference.com/players/v/vucevni01.html,https://www.basketball-reference.com/req/202103225/images/players/vucevni01.jpg,"Stoneridge Preparatory School in Simi Valley, California|"
2011,17,NYK,Iman Shumpert,Georgia Tech,10,461,11470,3320,1534,845,.391,.337,.764,24.9,7.2,3.3,1.8,12.9,.054,-1.7,0.9,https://www.basketball-reference.com/players/s/shumpim01.html,https://www.basketball-reference.com/req/202103225/images/players/shumpim01.jpg,"Oak Park and River Forest in Oak Park, Illinois|"
2011,18,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,.376,.319,.633,17.6,4.1,3.2,0.6,2.3,.042,-3.2,-0.8,https://www.basketball-reference.com/players/s/singlch01.html,https://www.basketball-reference.com/req/202103225/images/players/singlch01.jpg,"Dunwoody in Dunwoody, Georgia|"
2011,19,CHA,Tobias Harris,Tennessee,10,677,20985,10999,4148,1469,.475,.367,.827,31.0,16.2,6.1,2.2,52.7,.120,1.2,16.7,https://www.basketball-reference.com/players/h/harrito02.html,https://www.basketball-reference.com/req/202103225/images/players/harrito02.jpg,"Half Hollow Hills West in Dix Hills, New York|"
2011,21,POR,Nolan Smith,Duke,2,84,829,277,83,97,.371,.260,.714,9.9,3.3,1.0,1.2,-0.8,-.047,-6.0,-0.8,https://www.basketball-reference.com/players/s/smithno01.html,https://www.basketball-reference.com/req/202103225/images/players/smithno01.jpg,"The Key School in Annapolis, Maryland|St. John's College in Washington, District of Columbia|Riverdale Baptist in Upper Marlboro, Maryland|Oak Hill Academy in Mouth of Wilson, Virginia|"
2011,22,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,.546,.222,.654,24.5,11.4,8.1,1.0,38.8,.159,0.5,7.5,https://www.basketball-reference.com/players/f/farieke01.html,https://www.basketball-reference.com/req/202103225/images/players/farieke01.jpg,"Technology in Newark, New Jersey|"
2011,24,OKC,Reggie Jackson,Boston College,10,624,15580,7877,1843,2655,.429,.349,.855,25.0,12.6,3.0,4.3,32.9,.101,0.4,9.4,https://www.basketball-reference.com/players/j/jacksre01.html,https://www.basketball-reference.com/req/202103225/images/players/jacksre01.jpg,"Palmer in Colorado Springs, Colorado|"
2011,25,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,.447,.345,.751,17.3,8.0,2.1,1.4,3.3,.046,-1.6,0.4,https://www.basketball-reference.com/players/b/brookma01.html,https://www.basketball-reference.com/req/202103225/images/players/brookma01.jpg,"Tucker in Stone Mountain, Georgia|"
2011,26,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,.408,.357,.670,13.9,5.9,2.8,0.8,3.0,.069,-0.1,1.0,https://www.basketball-reference.com/players/h/hamiljo02.html,https://www.basketball-reference.com/req/202103225/images/players/hamiljo02.jpg,"Dominguez in Compton, California|"
2011,27,NJN,JaJuan Johnson,Purdue,1,36,298,114,58,6,.446,,.667,8.3,3.2,1.6,0.2,0.2,.032,-3.9,-0.1,https://www.basketball-reference.com/players/j/johnsja02.html,https://www.basketball-reference.com/req/202103225/images/players/johnsja02.jpg,"Franklin Central in Indianapolis, Indiana|"
2011,28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,.407,.324,.743,22.3,7.0,2.0,2.7,3.0,.018,-4.1,-4.1,https://www.basketball-reference.com/players/c/coleno01.html,https://www.basketball-reference.com/req/202103225/images/players/coleno01.jpg,"Paul Laurence Dunbar in Dayton, Ohio|"
2011,29,SAS,Cory Joseph,Texas,10,662,14530,4626,1706,1944,.444,.332,.774,21.9,7.0,2.6,2.9,26.1,.086,-1.0,3.8,https://www.basketball-reference.com/players/j/josepco01.html,https://www.basketball-reference.com/req/202103225/images/players/josepco01.jpg,"Findlay College Prep in Henderson, Nevada|"
2011,30,CHI,Jimmy Butler,Marquette,10,630,20846,10943,3307,2506,.457,.325,.838,33.1,17.4,5.2,4.0,83.8,.193,4.5,34.0,https://www.basketball-reference.com/players/b/butleji01.html,https://www.basketball-reference.com/req/202103225/images/players/butleji01.jpg,"Tomball in Tomball, Texas|"
2011,32,CLE,Justin Harper,Richmond,3,22,150,45,18,4,.340,.276,.333,6.8,2.0,0.8,0.2,-0.3,-.093,-8.7,-0.2,https://www.basketball-reference.com/players/h/harpeju01.html,https://www.basketball-reference.com/req/202103225/images/players/harpeju01.jpg,"Meadowbrook in Richmond, Virginia|"
2011,33,DET,Kyle Singler,Duke,6,356,7794,2326,1026,272,.418,.362,.786,21.9,6.5,2.9,0.8,10.0,.062,-2.5,-0.9,https://www.basketball-reference.com/players/s/singlky01.html,https://www.basketball-reference.com/req/202103225/images/players/singlky01.jpg,"South Medford in Medford, Oregon|"
2011,34,WAS,Shelvin Mack,Butler,8,456,8392,2997,894,1421,.423,.330,.731,18.4,6.6,2.0,3.1,10.3,.059,-1.9,0.1,https://www.basketball-reference.com/players/m/macksh01.html,https://www.basketball-reference.com/req/202103225/images/players/macksh01.jpg,"Bryan Station in Lexington, Kentucky|"
2011,35,SAC,Tyler Honeycutt,UCLA,2,24,120,28,24,9,.314,.200,.714,5.0,1.2,1.0,0.4,-0.1,-.049,-5.1,-0.1,https://www.basketball-reference.com/players/h/honeyty01.html,https://www.basketball-reference.com/req/202103225/images/players/honeyty01.jpg,"Sylmar in Sylmar, California|"
2011,36,NJN,Jordan Williams,Maryland,1,43,635,197,156,11,.507,,.652,14.8,4.6,3.6,0.3,1.3,.101,-2.1,0.0,https://www.basketball-reference.com/players/w/willijo03.html,https://www.basketball-reference.com/req/202103225/images/players/willijo03.jpg,"Torrington in Torrington, Connecticut|"
2011,37,LAC,Trey Thompkins,Georgia,1,24,119,57,24,3,.393,.308,.714,5.0,2.4,1.0,0.1,0.0,.004,-5.7,-0.1,https://www.basketball-reference.com/players/t/thomptr02.html,https://www.basketball-reference.com/req/202103225/images/players/thomptr02.jpg,"Wesleyan School in Norcross, Georgia|"
2011,38,HOU,Chandler Parsons,Florida,9,440,13246,5571,1972,1201,.462,.373,.713,30.1,12.7,4.5,2.7,28.9,.105,1.1,10.2,https://www.basketball-reference.com/players/p/parsoch01.html,https://www.basketball-reference.com/req/202103225/images/players/parsoch01.jpg,"Lake Howell in Winter Park, Florida|"
2011,40,MIL,Jon Leuer,Wisconsin,8,377,5945,2395,1426,301,.484,.328,.767,15.8,6.4,3.8,0.8,13.2,.107,-0.7,2.0,https://www.basketball-reference.com/players/l/leuerjo01.html,https://www.basketball-reference.com/req/202103225/images/players/leuerjo01.jpg,"Orono in Orono, Minnesota|"
2011,41,LAL,Darius Morris,Michigan,4,132,1464,430,126,189,.384,.322,.630,11.1,3.3,1.0,1.4,-0.3,-.010,-5.1,-1.2,https://www.basketball-reference.com/players/m/morrida01.html,https://www.basketball-reference.com/req/202103225/images/players/morrida01.jpg,"Windward in Los Angeles, California|"
2011,43,CHI,Malcolm Lee,UCLA,3,36,534,140,65,51,.382,.294,.703,14.8,3.9,1.8,1.4,0.4,.040,-2.5,-0.1,https://www.basketball-reference.com/players/l/leema01.html,https://www.basketball-reference.com/req/202103225/images/players/leema01.jpg,"John W. North in Riverside, California|"
2011,44,GSW,Charles Jenkins,Hofstra,2,110,1334,408,100,214,.434,.182,.754,12.1,3.7,0.9,1.9,0.5,.017,-4.5,-0.8,https://www.basketball-reference.com/players/j/jenkich01.html,https://www.basketball-reference.com/req/202103225/images/players/jenkich01.jpg,"Springfield Gardens in Queens, New York|"
2011,45,NOH,Josh Harrellson,Kentucky,3,75,888,265,227,26,.438,.347,.629,11.8,3.5,3.0,0.3,2.1,.116,-0.4,0.4,https://www.basketball-reference.com/players/h/harrejo01.html,https://www.basketball-reference.com/req/202103225/images/players/harrejo01.jpg,"St. Charles in St. Charles, Missouri|"
2011,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,.393,.345,.875,9.7,4.0,0.7,0.5,0.0,.003,-5.0,-0.3,https://www.basketball-reference.com/players/g/goudean01.html,https://www.basketball-reference.com/req/202103225/images/players/goudean01.jpg,"Stone Mountain in Stone Mountain, Georgia|"
2011,47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,.357,,.444,4.5,1.4,0.9,0.5,0.1,.060,-0.3,0.0,https://www.basketball-reference.com/players/l/leslitr01.html,https://www.basketball-reference.com/req/202103225/images/players/leslitr01.jpg,"Columbia in Decatur, Georgia|"
2011,48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,.000,,,3.0,0.0,1.0,0.0,0.0,-.005,-7.7,0.0,https://www.basketball-reference.com/players/b/bensoke02.html,https://www.basketball-reference.com/req/202103225/images/players/bensoke02.jpg,"Detroit Country Day School in Beverly Hills, Michigan|"
2011,49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,.330,.143,.720,7.8,2.2,0.5,0.9,-0.7,-.113,-9.5,-0.6,https://www.basketball-reference.com/players/s/selbyjo01.html,https://www.basketball-reference.com/req/202103225/images/players/selbyjo01.jpg,"Lake Clifton in Baltimore, Maryland|"
2011,50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,.471,.133,.682,17.8,4.8,4.8,1.0,13.8,.096,-2.1,-0.1,https://www.basketball-reference.com/players/a/allenla01.html,https://www.basketball-reference.com/req/202103225/images/players/allenla01.jpg,"Pennsbury in Fairless Hills, Pennsylvania|"
2011,51,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/d/diebljo01.html,https://www.basketball-reference.com/req/202103225/images/players/diebljo01.jpg,"Upper Sandusky in Upper Sandusky, Ohio|"
